"case_id","title","citation","full_text","source_url"
"548709e2-c104-4970-8b4e-4a333bc3581d","Recall Support Services Ltd & Ors v Secretary of State for Culture, Media and Sport","[""2014] EWCA Civ 1370"", ""[2014] WLR(D) 462""]; []",,"html"
"c9936a53-fa3e-464f-9504-b22bdbbcc939","Sunrise Brokers LLP v Rodgers [2014] EWCA Civ 1373","[""2015 IRLR 57"", ""2014 WLR(D) 442"", ""2015 ICR 272"", ""2014 EWCA Civ 1373""]; []",,"html"
"bb4a7ac5-773e-4091-a487-6b54d3de2c4e","DM (Bangladesh) v Secretary of State for the Home Department","[""[2015] EWCA Civ 727""]; []",,"html"
"a43b233b-fa0d-49b0-8671-11525cdac684","G & J Greenall Group Ltd v G4S Service Solutions (UK) Ltd [2015] EWCA Civ 725","[""[2015] EWCA Civ 725""]; []",,"html"
"2913c743-d430-4ae7-963f-3711ae59c04e","Rees v Gateley Wareing (A Firm) & Ors","[""[2015] 2 All ER (Comm) 117"", ""[2014] 6 Costs LO 953"", ""[2015] 1 WLR 2179"", ""[2015] 3 All ER 403"", ""[2014] EWCA Civ 1351"", ""[2014] WLR(D) 453""]; []",,"html"
"2dc2a7ac-d332-4112-93f1-122e3a9d7870","Perry, R (on the application of) v London Borough of Hackney & Ors","[""[2014] EWCA Civ 1372""]; []",,"html"
"6d4c4f26-c0c2-405b-80cb-eda0b7f283e1","Foster & Anor v Action Aviation Ltd & Ors","[""[2014] EWCA Civ 1368""]; []",,"html"
"875bf0c1-4456-4115-bb4e-59220e6f27ed","Secretary of State for Communities and Local Government & Ors v Redhill Aerodrome Ltd","[""2015 PTSR 274"", ""2014 WLR(D) 448"", ""2014 EWCA Civ 1386""]; []",,"html"
"aa9763e0-9907-4557-af4e-c4de7cdbe78a","TH (Eritrea) v Secretary of State for the Home Department [2015] EWCA Civ 723","[""2015] EWCA Civ 723""]; []",,"html"
"169d01c1-4481-4da0-82bd-3a875a324b23","M-H (A Child) [2014] EWCA Civ 1396","[""[2014] EWCA Civ 1396""]; []",,"html"
"7285e1b9-0772-43fd-8017-832363590979","Standard Chartered Bank v. Dorchester LNG (Rev 1) [2014] EWCA Civ 1382","[""[2014] 2 CLC 740"", ""[2015] 2 All ER 395"", ""[2014] EWCA Civ 1382"", ""[2015] 3 WLR 261"", ""[2015] 2 All ER (Comm) 362"", ""[2014] WLR(D) 440"", ""[2015] 1 Lloyd's Rep 97""]; []",,"html"
"9a27264c-bfec-4468-9e44-c8016d416f24","Jacobs v Sesame Ltd [2014] EWCA Civ 1410: Limitation Act and Negligence Claim","[""[2014] EWCA Civ 1410""]; []",,"html"
"be09413b-8297-474d-bdd5-ab9232f3ae23","Tchenguiz v Director of the Serious Fraud Office & Anor [2014] EWCA Civ 1409","[""[2014] EWCA Civ 1409"", ""[2014] WLR(D) 461""]; []",,"html"
"2c6c9779-70da-45ba-88df-4c005469c5ba","AutoStore Technology AS v Ocado Group Plc & Ors [2021] EWCA Civ 1003","[""[2021] EWCA Civ 1003"", ""[2022] WLR 561"", ""[2021] WLR(D) 509"", ""[2022] 1 WLR 561""]; []",,"html"
"565a0f61-2fe0-4121-9eba-9b84af5f460f","Legal Costs in Children Proceedings: Appeal Case L (Costs of Children Proceedings) [2014] EWCA Civ 1437","[""[2014] EWCA Civ 1437""]; []",,"html"
"13f857a6-adde-4bce-8786-7e0e876f5c76","Oldfield v Secretary of State for the Communities and Local Government","[""[2014] EWCA Civ 1446""]; []",,"html"
"437f2a16-8ece-4e2c-bc2c-ce214a4e6a40","Laughton v Shalaby [2014] EWCA Civ 1450","[""[2014] EWCA Civ 1450""]; []",,"html"
"c74991af-9f7f-411a-9d0a-baf1df9f2422","Francis & Anor v Phillips & Anor & Ors [2014] EWCA Civ 1395","[""[2015] 1 P &CR 9"", ""[2015] 1 WLR 741"", ""[2015] HLR 3"", ""[2014] WLR(D) 463"", ""[2014] EWCA Civ 1395""]; []",,"html"
"2fb0cf69-6716-4532-8b1b-5557034c735f","Tabrizagh & Ors, R (On the Application Of) v The Secretary of State for the Home Department [2014] EWCA Civ 1398","[""[2014] EWCA Civ 1398""]; []",,"html"
"edaa06d0-05a9-41c2-b34b-1408204f7ba3","Chalfont St Peter Parish Council v Chiltern District Council","[""[2014] EWCA Civ 1393""]; []",,"html"
"47b7ca59-4dae-4e38-9b19-66a4d28a1d9e","Belhaj & Anor v Straw & Ors [2014] EWCA Civ 1394","[""[2014] WLR(D) 459"", ""[2014] EWCA Civ 1394"", ""[2016] 1 All ER 121"", ""[2015] 2 WLR 1105""]; []",,"html"
"dc0765fe-1d11-4227-840d-7b4b7babcfea","Badger Trust, R (on the application of) v Secretary of State for the Environment, Food & Rural Affairs & Anor [2014] EWCA Civ 1405","[""[2014] EWCA Civ 1405""]; []",,"html"
"cb6e384a-fccb-472a-b6b1-ef58f7fb8f09","MJ (Nigeria) v Secretary of State for the Home Department","[""2015] EWCA Civ 728""]; []",,"html"
"b99a8901-9b30-4c95-816a-546d73fc1fe8","Platt v BRB (Residuary) Ltd [2014] EWCA Civ 1401","[""[2014] EWCA Civ 1401""]; []",,"html"
"0e931888-ce6a-4e2b-9e0a-03b10d223587","ZZ (Tanzania) v The Secretary of State for the Home Department [2014] EWCA Civ 1404","[""[2014] EWCA Civ 1404""]; []",,"html"
"b8dac49f-597b-4a51-adb1-3ad8e5385d2e","M (A Child: Long-Term Foster Care) [2014] EWCA Civ 1406","[""[2014] EWCA Civ 1406""]; []",,"html"
"20b83bef-68e6-4d80-815a-521a3f07c737","Interflora Inc & Anor v Marks and Spencer Plc [2014] EWCA Civ 1403","[""[2014] WLR(D) 473"", ""[2015] BUS LR 492"", ""[2015] FSR 10"", ""[2015] ETMR 5"", ""[2014] EWCA Civ 1403"", ""[2015] Bus LR 492""]; []",,"html"
"c935cdfb-b262-4994-9b2e-1563191669cb","Altomart Limited v Salford Estates (No. 2) Ltd","[""[2014] EWCA Civ 1408"", ""[2014] 6 Costs LR 1013"", ""[2015] WLR 1825"", ""[2014] WLR(D) 451"", ""[2015] 1 WLR 1825"", ""[2015] CP Rep 8""]; []",,"html"
"32907848-8a9b-410f-9561-9b992a45caf8","Afzaal v Secretary of State for the Home Department [2015] EWCA Civ 733","[""[2015] EWCA Civ 733""]; []",,"html"
"c0e26628-6983-4f76-b51f-4d721d7a3eaa","Kaki v National Private Air Transport Company","[""[2015] EWCA Civ 731""]; []",,"html"
"e857a8a9-36ee-452c-ae6c-e940c48589ac","R v London Borough of Hillingdon [2014] EWCA Civ 1407","[""[2014] EWCA Civ 1407"", ""[2015] PTSR D3""]; []",,"html"
"77de6f74-22d2-4440-a98f-3e75819dc938","Reed Elsevier UK Ltd (t/a LexisNexis) & Anor v Bewry","[""2015] WLR 2565"", ""[2014] EWCA Civ 1411"", ""[2015] 1 WLR 2565"", ""[2014] WLR(D) 474"", ""[2015] EMLR 6""]; []",,"html"
"63e39313-99a4-4e23-b9c2-365d4d126ada","Finance and Business Training Ltd v HM Revenue and Customs [2014] EWCA Civ 1412","[""[2014] EWCA Civ 1412""]; []",,"html"
"cce7413a-8b7c-4012-a81a-37936dab1c86","EO (Nigeria) v Secretary of State for the Home Department [2014] EWCA Civ 1418","[""[2014] EWCA Civ 1418""]; []",,"html"
"70a54b3a-6d86-473d-ac2f-607d9cecd2d7","Redrow Homes Ltd, R (on the Application of) v Knowsley Metropolitan Borough Council [2014] EWCA Civ 1433","[""2015] 1 WLR 386"", ""[2014] EWCA Civ 1433"", ""[2014] WLR(D) 465"", ""[2015] WLR 386"", ""[2015] 2 All ER 228"", ""[2015] RTR 12"", ""[2015] BLGR 42""]; []",,"html"
"168de16c-935d-43d1-b3f9-4b58a7969df5","Secretary of State for Communities and Local Government v Ioannou [2014] EWCA Civ 1432","[""[2014] EWCA Civ 1432""]; []",,"html"
"53ca6ceb-c06a-4774-86f1-8cbf9fe4917e","IPC Media Ltd v Media 10 Ltd [2014] EWCA Civ 1439","[""[2014] EWCA Civ 1439""]; []",,"html"
"65645a3e-7e49-4a88-ba46-adb686908b02","Grace & Anor v Black Horse Ltd [2014] EWCA Civ 1413","[""2014] WLR(D) 460"", ""[2014] EWCA Civ 1413"", ""[2015] Bus LR 1"", ""[2015] 2 All ER (Comm) 465"", ""[2015] 3 All ER 223"", ""[2015] BUS LR 1""]; []",,"html"
"0368612b-ff89-4bce-bd72-c0362fa5ad4c","Compromise Agreements Ltd v Secretary of State for Business, Innovation and Skills","[""[2015] EWCA Civ 732""]; []",,"html"
"4239ce5c-cfcd-4656-a304-a9fd817a0bb5",,"[]; []",,""
"a0414c48-6d93-4a39-8bd5-0223fcf75523","Avonwick Holdings Ltd v Webinvest Ltd & Anor [2014] EWCA Civ 1436","[""[2014] EWCA Civ 1436""]; []",,"html"
"2f5e0e81-62cb-4143-9a75-62a35186ee2f","Jakimaviciute, R (on the Application of) v Hammersmith and Fulham London Borough Council","[""2015] HLR 5"", ""[2014] WLR(D) 478"", ""[2015] BLGR 306"", ""[2014] EWCA Civ 1438"", ""[2015] 3 All ER 490"", ""[2015] PTSR 822""]; []",,"html"
"ef442652-6171-48b8-9010-80ef6fa592d2","Interflora Inc & Ors v Marks and Spencer Plc [2014] EWCA Civ 1448","[""[2014] EWCA Civ 1448""]; []",,"html"
"d67d58e8-81bb-4445-bc6c-aacb10b89a5a","Hodges v Aegis Defence Services (BVI) Ltd","[""[2014] EWCA Civ 1449""]; []",,"html"
"5d4ddbcf-66a9-4e90-86ea-8a7879351e09","S (Children) [2014] EWCA Civ 1447","[""[2014] EWCA Civ 1447""]; []",,"html"
"2a6264ea-3009-45b1-a5c0-078fae484007","Adaptive Spectrum and Signal Alignment Inc v British Telecommunications Plc","[""[2014] EWCA Civ 1462""]; []",,"html"
"fecc131f-4d18-4f3f-b331-272f4a04bb1c","Robson v Salford City Council [2015] EWCA Civ 6","[""2015] EWCA Civ 6""]; []",,"html"
"5005551c-62fa-4d1d-a24a-9428f4179a74","Gilks & Anor v Hodgson & Anor [2015] EWCA Civ 5","[""[2015] EWCA Civ 5""]; []",,"html"
"03fd4270-018f-4b70-a5be-2e4b77587bf2","S (A Child): Habitual Residence and Child's Objections (Brazil) [2015] EWCA Civ 2","[""[2015] EWCA Civ 2""]; []",,"html"
"94967008-b030-4b76-ae2c-021bd3e235ea","Fenty & Ors v Arcadia Group Brands Ltd & Anor","[""[2015] FSR 14"", ""[2015] 1 WLR 3291"", ""[2015] 1 WLR 3291"", ""[2015] EWCA Civ 3"", ""[2015] EMLR 12""]; []",,"html"
"86b2441d-78e7-4fc6-afe1-7aaa14fe94e7","Savage v Mansfield District Council [2015] EWCA Civ 4","[""[2015] EWCA Civ 4""]; []",,"html"
"1cbf7265-8831-48d0-96a6-60281c5db2ee","Border v Lewisham And Greenwich NHS Trust [2015] EWCA Civ 8","[""[2015] EWCA Civ 8""]; []",,"html"
"a28ede61-5aa8-4574-8f0a-f501580f3262","Welch v Waterworth [2015] EWCA Civ 11","[""[2015] EWCA Civ 11""]; []",,"html"
"bc155598-44cf-467a-a330-c3826c92f415","Richards, R (On the Application Of) v Teesside Magistrates' Court & Anor","[""[2015] Crim LR 461"", ""[2015] WLR 1695"", ""179 JP 119"", ""[2015] 1 WLR 1695"", ""[2015] WLR(D) 13"", ""[2015] EWCA Civ 7"", ""(2015) 179 JP 119"", ""[2015] 1 Cr App R (S) 60""]; []",,"html"
"de1fbbf5-969d-4b68-8d61-3f7d72334886","Timmins & Anor, R (On the Application Of) v Gelding Borough Council","[""2015] WLR(D) 26"", ""[2015] PTSR 837"", ""[2016] 1 All ER 895"", ""[2015] EWCA Civ 10""]; []",,"html"
"e95538c2-02e0-4334-9b4f-628e251bfe38","Edwards v Kumarasamy [2015] EWCA Civ 20","[""[2015] HLR 18"", ""[2015] Ch 484"", ""[2015] EWCA Civ 20"", ""[2015] PIQR P11"", ""[2015] 1 CH 484"", ""[2015] 2 WLR 1408"", ""[2015] WLR(D) 40"", ""[2015] 1 Ch 484""]; []",,"html"
"c066ef44-4f35-4783-b873-cc31294394b1","Webster v Lord Chancellor [2015] EWCA Civ 742","[""2015] WLR(D) 316"", ""[2016] QB 676"", ""[2015] EWCA Civ 742"", ""[2015] 3 WLR 1909""]; []",,"html"
"22f5a58b-4272-4bb0-8476-e2d0333f5032","BB, PP, W, U & Ors v Secretary of State for the Home Department","[""[2015] EWCA Civ 9""]; []",,"html"
"fbf85e80-1d04-4bb3-bfc9-de0cf10cb317","SM (Pakistan) v the Secretary of State for the Home Department [2015] EWCA Civ 738","[""[2015] EWCA Civ 738""]; []",,"html"
"ba863422-eec2-4812-b609-3fd0404bfb72","Gard Marine & Energy Ltd v China National Chartering Co Ltd","[""2015] EWCA Civ 16"", ""[2015] CN 121""]; []",,"html"
"c7164bbb-33e6-4e11-8c80-97ec4bd67474","Kaur v. The Secretary of State for the Home Department [2015] EWCA Civ 13","[""[2015] EWCA Civ 13""]; []",,"html"
"975515d3-53a1-4853-9692-6448bd37f43b","Hussain v The London Borough of Waltham Forest [2015] EWCA Civ 14","[""[2015] WLR 2912"", ""[2015] EWCA Civ 14"", ""[2015] BLGR 65"", ""[2015] HLR 16"", ""[2015] 4 All ER 558""]; []",,"html"
"726d8e35-7cb0-4e35-9fdb-15b717ceff47","McCarthy v The Visitors to the Inns of Court & Anor [2015] EWCA Civ 12","[""[2015] EWCA Civ 12""]; []",,"html"
"e49dc831-4142-4181-82ed-1ebfb1029b4a","Thorney Park Golf Ltd (t/a Laleham Golf Club) v Myers Catering Ltd [2015] EWCA Civ 19","[""[2015] EWCA Civ 19""]; []",,"html"
"cc9aa024-a782-4618-a180-27e9c5c79090","Powys Teaching Local Health Board v Dusza & Anor [2015] EWCA Civ 15","[""[2015] EWCA Civ 15""]; []",,"html"
"2d2cfe26-dd91-4e37-92ab-591d155fb5ab","Walford v Worcestershire County Council [2015] EWCA Civ 22","[""[2015] BLGR 133"", ""[2015] WLR(D) 28"", ""[2016] 1 All ER 801"", ""[2015] PTSR 880"", ""[2015] EWCA Civ 22""]; []",,"html"
"55ffb22a-aba6-4027-bb4f-d8fdd0a569c1","Re S-W (Children) [2015] EWCA Civ 27","[""[2015] 1 WLR 4099"", ""[2015] WLR 4099"", ""[2015] 2 FCR 173"", ""[2015] Fam Law 258"", ""[2015] EWCA Civ 27"", ""[2015] 2 FLR 136"", ""[2015] WLR(D) 38""]; []",,"html"
"945cd74c-6126-4ef5-ae71-7c0099a28f2b","Bishop v Chhokar [2015] EWCA Civ 24","[""[2015] EWCA Civ 24""]; []",,"html"
"4c211bdc-d1de-4d7c-afa7-a194a718db4f","Stack v Ajar-Tec Ltd [2015] EWCA Civ 46","[""2015] EWCA Civ 46"", ""[2015] IRLR 474""]; []",,"html"
"4069dcc9-48e8-416f-8e76-772df1730e96","Safin (Fursecroft) Ltd v The Estate of Dr Said Ahmed Said Badrig (Deceased) [2015] EWCA Civ 739","[""[2015] EWCA Civ 739""]; []",,"html"
"10a71119-9043-432f-a505-443da2de460d","Deer v University of Oxford: Employment Appeal on Victimisation Claims","[""2015 EWCA Civ 52"", ""2015 ICR 1213"", ""2015 IRLR 481""]; []",,"html"
"5ea42c85-c22f-45d9-a507-8cab3b770c32","Best, R (On the Application Of) v The Secretary of State for Justice (Rev 1)","[""2015 EWCA Civ 17"", ""2015 4 All ER 495"", ""2015 CP Rep 18"", ""2015 3 WLR 1505"", ""2015 HLR 17"", ""2016 QB 23""]; []",,"html"
"613c8a08-0ef2-46ac-ad1a-778f429af96c","Blankley v Central Manchester And Manchester Children's University Hospitals NHS Trust [2015] EWCA Civ 18","[""[2015] WLR(D) 31"", ""[2015] WLR 4307"", ""[2015] EWCA Civ 18"", ""[2015] 1 WLR 4307"", ""[2015] 1 Costs LR 119""]; []",,"html"
"befaa905-39a8-4037-a95d-a382cb066675","Guerroudj v Rymarczyk [2015] EWCA Civ 743","[""[2015] Fam Law 1194"", ""[2015] EWCA Civ 743"", ""[2015] HLR 37""]; []",,"html"
"093c1223-0ae8-4284-9849-0aa54158efc1","Hough v Greathall Ltd [2015] EWCA Civ 23","[""2015] WLR(D) 39"", ""[2015] EWCA Civ 23"", ""[2015] 3 WLR 587"", ""[2016] Ch 37""]; []",,"html"
"325dbc3e-8fe4-4ee9-aa44-ca8f9fdf8ffa","M (Republic of Ireland) (Child's Objections) (Joinder of Children As Parties To Appeal)","[""[2015] EWCA Civ 26"", ""[2015] WLR(D) 44"", ""[2015] 2 FLR 1074"", ""[2015] Fam Law 252"", ""[2015] 3 WLR 803""]; []",,"html"
"09a2c16d-47ac-4756-9ad3-d559a4af06bc","Speciality European Pharma Ltd v Doncaster Pharmaceuticals Group Ltd & Anor [2015] EWCA Civ 54","[""[2015] RPC 20"", ""[2015] Bus LR 749"", ""[2015] 3 All ER 504"", ""[2015] WLR(D) 55"", ""(2015) 143 BMLR 132"", ""[2015] ETMR 19"", ""[2015] EWCA Civ 54""]; []",,"html"
"b9629042-26f0-4e89-a8d3-228eb502e502","U-B (A Child) [2015] EWCA Civ 60","[""[2015] EWCA Civ 60""]; []",,"html"
"72950282-7c5c-41fd-b3ed-cb1ac9ac13fa","Amoena (UK) Ltd v HM Revenue and Customs [2015] EWCA Civ 25","[""[2015] EWCA Civ 25""]; []",,"html"
"b1de0903-6737-4f59-aebe-206da2307120","Minshall v HM Revenue and Customs & Ors [2015] EWCA Civ 741","[""[2015] EWCA Civ 741""]; []",,"html"
"cf92c26b-4638-4b9d-a282-19d139ef78f3","Impact Funding Solutions Ltd v Barrington Support Services Ltd & Anor [2015] EWCA Civ 31","[""[2015] 4 All ER 319"", ""[2015] EWCA Civ 31"", ""[2016] Bus LR 91""]; []",,"html"
"87b2a51a-72d4-4a9f-8b13-f77e369a7c22","Coope & Ors v Ward & Anor [2015] EWCA Civ 30","[""2015] EWCA Civ 30"", ""[2015] WLR 4081"", ""[2015] WLR(D) 34"", ""[2015] 1 WLR 4081""]; []",,"html"
"48a6c9aa-6aaf-46f0-a0a1-db486992f637","Benkharbouche & Anor v Embassy of the Republic of Sudan","[""[2015] WLR(D) 83"", ""[2015] IRLR 301"", ""[2015] 3 WLR 301"", ""[2015] HRLR 3"", ""[2015] EWCA Civ 33"", ""[2015] ICR 793"", ""[2016] 1 All ER 816"", ""[2015] 2 CMLR 20"", ""[2016] QB 347""]; []",,"html"
"c4b826b3-070e-444c-8aa3-9cdf077c424e","HM Revenue and Customs v Changtel Solutions UK Ltd (2015) EWCA Civ 29","[""[2015] STC 931"", ""[2015] 2 BCLC 586"", ""[2015] BPIR 327"", ""[2015] 1 WLR 3911"", ""[2015] BVC 8"", ""[2015] EWCA Civ 29"", ""[2015] WLR 3911"", ""[2015] STI 248"", ""[2015] BCC 317"", ""[2015] WLR(D) 33""]; []",,"html"
"f1db17d9-c809-4f44-a350-a7c506f9683c","Reyes & Anor v Al-Malki & Anor","[""[2016] 2 All ER 136"", ""[2015] EWCA Civ 32"", ""[2015] ICR 931"", ""[2017] ICR 42"", ""[2015] WLR(D) 75"", ""[2015] IRLR 289"", ""[2016] 1 WLR 1785""]; []",,"html"
"152de31f-78c5-4deb-ade8-0c09d78a8541","AA & Ors v BB & Anor [2021] EWCA Civ 1017","[""2021] WLR(D) 376"", ""[2021] Lloyd's Rep FC 387"", ""[2022] 1 All ER (Comm) 1352"", ""[2021] EWCA Civ 1017"", ""[2021] WLR 5378"", ""[2021] 1 WLR 5378""]; []",,"html"
"3d9bd759-2b7f-49a2-adf5-869ebae94a70","Fenty & Ors v Arcadia Group Brands Ltd & Anor","[""[2015] EWCA Civ 38""]; []",,"html"
"76e293c9-0c08-4024-88d8-e80389d1c0f3","X & Anor v Z (Children) & Anor [2015] EWCA Civ 34: Use of DNA Profiles in Family Proceedings","[""2015] 1 Cr App R 28"", ""[2015] 1 WLR 2501"", ""[2015] EWCA Civ 34"", ""[2015] 4 All ER 205"", ""[2015] 1 FLR 1100"", ""[2015] WLR(D) 76"", ""[2015] Fam Law 369""]; []",,"html"
"abd4390d-2312-460d-a761-44301e1f5437","Fonecomp Ltd v HM Revenue and Customs [2015] EWCA Civ 39","[""2015] STI 355"", ""[2015] Lloyd's Rep FC 149"", ""[2015] STC 2254"", ""[2015] EWCA Civ 39"", ""[2015] BVC 9""]; []",,"html"
"be5b4e91-38ef-4caa-ae4f-eb81c3f7b722","Thevarajah v Riordan & Ors [2015] EWCA Civ 41","[""[2015] EWCA Civ 41""]; []",,"html"
"84a6b101-c9e8-4172-97fc-b09182cc505f","GS (India), & Ors v The Secretary of State for the Home Department","[""[2015] EWCA Civ 40"", ""[2015] WLR(D) 56"", ""[2015] 1 WLR 3312"", ""[2015] Imm AR 608"", ""(2015) 143 BMLR 79"", ""[2015] INLR 446""]; []",,"html"
"ab8e7504-1c97-4e4f-8bfe-802ffa3d4217","Graham v Commercial Bodyworks Ltd","[""2015] WLR(D) 50"", ""[2015] EWCA Civ 47"", ""[2015] ICR 665"", ""[2015] PIQR P15""]; []",,"html"
"f4b12d20-d272-48d9-8b29-3050ba72ad0d","Allard & Ors v Devon & Cornwall Constabulary [2015] EWCA Civ 42","[""[2015] ICR 875"", ""[2015] EWCA Civ 42"", ""[2015] WLR(D) 45""]; []",,"html"
"8d393a69-718c-446a-8c51-be0f324b1add","Geller & Anor v The Secretary of State for the Home Department [2015] EWCA Civ 45","[""[2015] EWCA Civ 45""]; []",,"html"
"b94246d4-b431-4a85-b876-5b99e291eef5","Secretary of State for the Home Department v MA (Somalia) [2015] EWCA Civ 48","[""[2015] CN 226"", ""[2015] EWCA Civ 48""]; []",,"html"
"220f5941-b918-42be-ba08-5254bcf34586","Hospira (UK) Ltd v Genentech, Inc.","[""[2015] EWCA Civ 57""]; []",,"html"
"8d541b69-9333-4177-8a5a-52e2330e4daf","FCC Environment (UK) Ltd, R (on the application of) v The Secretary of State for Energy and Climate Change & Anor","[""[2015] EWCA Civ 55""]; []",,"html"
"37201d9d-01a1-46bc-a082-44bb68b87e2e","Nicholas v Secretary of State for Defence [2015] EWCA Civ 53","[""[2015] EWCA Civ 53"", ""[2015] WLR 2116"", ""[2015] 1 WLR 2116"", ""[2015] HLR 25""]; []",,"html"
"9d85fbf0-bef7-4606-b1a3-041cf479e3eb","Sanneh & Ors v Secretary of State for Work and Pensions","[""[2015] Imm AR 669"", ""[2015] WLR(D) 61"", ""[2016] QB 455"", ""(2015) 18 CCL Rep 5"", ""[2015] 2 CMLR 27"", ""[2015] EWCA Civ 49"", ""[2015] 3 WLR 1867"", ""[2015] HLR 27""]; []",,"html"
"bf6b8a2a-1d03-4e31-aa46-ac1a682f0664","Lindner v Rawlins [2015] EWCA Civ 61","[""2015] EWCA Civ 61""]; []",,"html"
"7abfcb11-ebb8-4da2-97b1-2f440f771a49","JSC BTA Bank v Ablyazov & Anor [2015] EWCA Civ 70","[""[2015] EWCA Civ 70"", ""[2015] CP Rep 21""]; []",,"html"
"157d02a6-680c-4b7b-8b6b-071b8b7c0c29","Singh v The Secretary of State for the Home Department","[""[2015] WLR(D) 66"", ""[2015] EWCA Civ 74""]; []",,"html"
"c52a9a9e-f3b4-4265-a89a-d2effe52c9f0","Bellis & Ors v Challinor & Ors [2015] EWCA Civ 59","[""[2015] EWCA Civ 59"", ""[2015] WLR(D) 57""]; []",,"html"
"efac7fbc-592d-47a2-b244-e4f4b06cbabe","R (Lucinda Vowles) v Secretary of State for Justice & Anor [2015] EWCA Civ 56","[""[2015] EWCA Civ 56""]; []",,"html"
"47c9c661-fe50-444e-8eb2-faf3fa2b12ba","James v HM Prison Birmingham: Judicial Review on Committal for Civil Contempt","[""2015 EWCA Civ 58"", ""2015 WLR(D) 59"", ""2015 1 WLR 4210"", ""2015 CP Rep 20""]; []",,"html"
"86f6a64f-a064-43dd-8a02-eee49714ba59","Veolia ES Landfill Ltd & Ors v HM Revenue and Customs","[""[2015] EWCA Civ 747""]; []",,"html"
"1862ccd4-9236-4089-9048-9d1286b31ab6","AP (India) v The Secretary of State for the Home Department [2015] EWCA Civ 89","[""[2015] WLR(D) 72"", ""[2015] EWCA Civ 89"", ""[2015] INLR 431""]; []",,"html"
"a56819ed-f16e-40bd-a442-c050756b26f9","Ryanair Holdings Plc v The Competition And Markets Authority & Anor [2015] EWCA Civ 83","[""[2015] EWCA Civ 83""]; []",,"html"
"2629e4bc-57ee-47ac-adb3-f0fff73a26ce","Graham-York v York & Ors [2015] EWCA Civ 72","[""[2015] HLR 26"", ""[2015] Fam Law 528"", ""[2015] EWCA Civ 72""]; []",,"html"
"71405705-dd02-4c98-a439-2307085e1ff1","D & K Drost Consult GmbH & Anor v Foremost Leisure (Holdings) Ltd","[""[2015] EWCA Civ 73""]; [""159 Con LR 1""]",,"html"
"f149b82d-3287-46f6-9d0f-24b28dd52d4b","A-S (Children) [2015] EWCA Civ 748","[""[2015] EWCA Civ 748""]; []",,"html"
"c214aaf4-81ff-4a49-aa6f-74984fed8cdf","Rynda (UK) Ltd v Rhijnsburger","[""2015""]; [""[2015] IRLR 394"", ""[2015] ICR 1300"", ""[2015] EWCA Civ 75""]",,"html"
"7e8929e7-4b3c-4492-b8b5-e01b9ccfcf2c","Zenati v Police of the Metropolis & Anor [2015] EWCA Civ 80","[""[2015] 4 All ER 735"", ""[2015] EWCA Civ 80"", ""[2015] QB 758"", ""[2015] WLR(D) 74"", ""[2015] 2 WLR 1563""]; []",,"html"
"07c6f524-ad09-44a3-abad-e4485e8758c5","Bostridge v Oxleas NHS Foundation Trust [2015] EWCA Civ 79","[""[2015] EWCA Civ 79""]; []",,"html"
"149eed79-46cd-41e3-abcf-7e97c8f0f670","Newbigin (Valuation Officer) v S J & J Monk (a firm) [2015] EWCA Civ 78","[""[2015] RA 93"", ""[2015] WLR(D) 70"", ""[2015] EWCA Civ 78"", ""[2015] 4 All ER 1014"", ""[2015] 1 WLR 4817""]; []",,"html"
"0f98ab6b-b6cc-4bf2-977c-80ea02105f27","Secretary of State for Business, Innovation And Skills v PLT Anti-Marketing Ltd [2015] EWCA Civ 76","[""2015 CTLC 8"", ""2015 BUS LR 959"", ""2015 ECC 12"", ""2015 WLR(D) 63"", ""2015 EWCA Civ 76"", ""2015 Bus LR 959""]; []",,"html"
"9a3c763e-b455-414d-b2b1-1140496a3cc4","Kent County Council v The Secretary of State for Health","[""[2015] WLR 1221"", ""(2015) 18 CCL Rep 153"", ""[2015] 1 WLR 1221"", ""[2015] BLGR 822"", ""[2015] EWCA Civ 81"", ""[2015] 4 All ER 452"", ""[2015] WLR(D) 68""]; []",,"html"
"761488cd-51b2-46fe-91b1-3b634232bfe1","No Adastral New Town Ltd v Suffolk Coastal District Council & Ors","[""2015] EWCA Civ 88""]; []",,"html"
"78ed1462-c02f-419a-89d5-cd82bf7ab619","Investment Trust Companies v Revenue And Customs","[""2015] BVC 10"", ""[2015] STI 519"", ""[2015] WLR(D) 73"", ""[2015] STC 1280"", ""[2015] EWCA Civ 82""]; []",,"html"
"97101102-bb65-4250-a099-8b78612a0e06","Trafigura Beheer BV v Navigazione Montanari SPA [2015] EWCA Civ 91","[""[2015] EWCA Civ 91""]; []",,"html"
"14434596-76db-4abb-8e78-f5f1640f8b82","Eclipse Film Partners No 35 LLP v HM Revenue and Customs","[""[2015] WLR(D) 71"", ""[2015] STC 1429"", ""[2015] STI 522"", ""[2015] BTC 10"", ""[2015] EWCA Civ 95""]; []",,"html"
"b6038737-31bb-4cfe-ba4c-5199070a3616","Shrestha v Genesis Housing Association Ltd [2015] EWCA Civ 94","[""[2015] IRLR 399"", ""[2015] EWCA Civ 94""]; []",,"html"
"bfe7a194-032c-454a-8149-d0eef2b0b770","Stevens v Equity Syndicate Management Ltd [2015] EWCA Civ 93","[""[2015] EWCA Civ 93""]; []",,"html"
